#contig	Length	BeeP-07-2013_filtered.bam	BeeP-19-2013_filtered.bam	BeeP-02-2013_filtered.bam	BeeP-30-2013_filtered.bam	BeeP-10-2013_filtered.bam	BeeP-12-2013_filtered.bam	BeeP-20-2013_filtered.bam	BeeP-01-2013_filtered.bam	BeeP-27-2013_filtered.bam	BeeP-28-2013_filtered.bam	BeeP-08-2013_filtered.bam	BeeP-06-2013_filtered.bam	BeeP-24-2013_filtered.bam	BeeP-09-2013_filtered.bam	BeeP-33-2013_filtered.bam	BeeP-26-2013_filtered.bam	BeeP-29-2013_filtered.bam	BeeP-31-2013_filtered.bam	BeeP-04-2013_filtered.bam	BeeP-03-2013_filtered.bam	BeeP-14-2013_filtered.bam	BeeP-21-2013_filtered.bam	BeeP-36-2013_filtered.bam	BeeP-05-2013_filtered.bam	BeeP-22-2013_filtered.bam	BeeP-15-2013_filtered.bam	BeeP-18-2013_filtered.bam	BeeP-16-2013_filtered.bam	BeeP-32-2013_filtered.bam	BeeP-23-2013_filtered.bam	BeeP-13-2013_filtered.bam	BeeP-34-2013_filtered.bam	BeeP-37-2013_filtered.bam	BeeP-39-2013_filtered.bam	BeeP-25-2013_filtered.bam	BeeP-40-2013_filtered.bam	BeeP-35-2013_filtered.bam	BeeP-41-2013_filtered.bam	BP11_filtered.bam	BP12_filtered.bam	BeeP-42-2013_filtered.bam	BP17_filtered.bam	BP20_filtered.bam	BP18_filtered.bam	BP22_filtered.bam	BeeP-50-2013_filtered.bam	BeeP-Q1-2013_filtered.bam	BP29_filtered.bam	BP26_filtered.bam	BP19_filtered.bam	BP27_filtered.bam	BP28_filtered.bam	BP10_filtered.bam	BP25_filtered.bam	BP30_filtered.bam	BP24_filtered.bam	BP35_filtered.bam	BeeP-38-2013_filtered.bam	BP34_filtered.bam	BeeP-43-2013_filtered.bam	BP31_filtered.bam	BP39_filtered.bam	BP36_filtered.bam	BP38_filtered.bam	BeeP-47-2013_filtered.bam	BP21_filtered.bam	BeeP-Q2-2013_filtered.bam	BeeP-45-2013_filtered.bam	BeeP-46-2013_filtered.bam	BP45_filtered.bam	BP37_filtered.bam	BP43_filtered.bam	BP47_filtered.bam	BeeP-44-2013_filtered.bam	BP44_filtered.bam	BP42_filtered.bam	BP13_filtered.bam	BeeP-48-2013_filtered.bam	BP48_filtered.bam	BP40_filtered.bam	BP41_filtered.bam	BP46_filtered.bam	BP33_filtered.bam	BP16_filtered.bam	BeeP-49-2013_filtered.bam	BP4_filtered.bam	BP9_filtered.bam	BP1_filtered.bam	BP49_filtered.bam	BeeP-17-2013_filtered.bam	BP14_filtered.bam	BP32_filtered.bam	BP2_filtered.bam	BP5_filtered.bam	BP23_filtered.bam	BP8_filtered.bam	BP15_filtered.bam	BP6_filtered.bam	BeeP-11-2013_filtered.bam	BP7_filtered.bam	BP3_filtered.bam	BP50_filtered.bam
BP10_NODE_41_length_6714_cov_2_134688	6714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	73.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	10.0000	1804.0000	0.0000	0.0000	2453.0000	106.0000	0.0000	0.0000	16.0000	0.0000	23.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	64.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	126.0000	32.0000	0.0000	0.0000	3.0000	90.0000	4.0000	0.0000	0.0000	0.0000	0.0000
BP10_NODE_42_length_6707_cov_2_738081	6707	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	427.0000	178.0000	0.0000	3371.0000	7.0000	6.0000	0.0000	3.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	193.0000	0.0000	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	30.0000	0.0000	64.0000	27.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000
BP10_NODE_45_length_6208_cov_1_436340	6208	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1724.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	17.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	90.0000	0.0000
BP10_NODE_47_length_6020_cov_2_065774	6020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	67.0000	16.0000	0.0000	2510.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	18.0000	0.0000	46.0000	21.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000
BP10_NODE_48_length_5865_cov_2_167305	5865	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	24.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	7.0000	1.0000	2201.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4571.0000	0.0000	0.0000	0.0000	527.0000	0.0000	0.0000	69.0000
BP10_NODE_49_length_5857_cov_2_978208	5857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	7.0000	0.0000	0.0000	0.0000	5.0000	9.0000	0.0000	0.0000	0.0000	60.0000	0.0000	0.0000	18.0000	0.0000	2.0000	2.0000	2.0000	0.0000	0.0000	0.0000	4.0000	0.0000	17.0000	0.0000	0.0000	3218.0000	18.0000	4.0000	2.0000	32.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	29.0000	2.0000	1.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	61.0000	30.0000	0.0000	8.0000	0.0000	157.0000	0.0000	1.0000	99.0000	77.0000	117.0000	0.0000	56.0000	4.0000	0.0000	118.0000	2.0000	0.0000	0.0000	0.0000	0.0000	43.0000	1738.0000
BP10_NODE_52_length_5544_cov_3_061958	5544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	8.0000	0.0000	0.0000	0.0000	2.0000	0.0000	145.0000	99.0000	0.0000	3120.0000	10.0000	27.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	78.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	6.0000	0.0000	0.0000	0.0000	33.0000	0.0000	67.0000	19.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	0.0000	0.0000	33.0000	0.0000	29.0000	0.0000
BP10_NODE_53_length_5530_cov_0_858754	5530	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	888.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1374.0000	0.0000	0.0000	0.0000	55.0000	0.0000	0.0000	34.0000
BP10_NODE_58_length_5211_cov_1_575639	5211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	18.0000	0.0000	0.0000	2.0000	0.0000	0.0000	174.0000	177.0000	0.0000	1536.0000	2.0000	5.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	77.0000	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	92.0000	39.0000	47.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	22.0000	0.0000
BP10_NODE_59_length_5021_cov_1_584490	5021	2.0000	5.0000	2.0000	2.0000	2.0000	7.0000	12.0000	0.0000	0.0000	4.0000	0.0000	92.0000	0.0000	6.0000	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2.0000	0.0000	0.0000	86.0000	9.0000	4.0000	1.0000	12.0000	225.0000	0.0000	26.0000	4.0000	196.0000	0.0000	8.0000	0.0000	1.0000	3.0000	0.0000	2.0000	0.0000	9.0000	1.0000	2.0000	0.0000	19.0000	1.0000	4.0000	1497.0000	14.0000	7.0000	24.0000	2.0000	1.0000	0.0000	23.0000	1.0000	2.0000	0.0000	0.0000	135.0000	0.0000	3.0000	12.0000	2.0000	10.0000	1.0000	5.0000	0.0000	35.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	10.0000	222.0000	4.0000	0.0000	23.0000	0.0000	21.0000	47.0000	7.0000	10.0000	0.0000	4.0000	2.0000	0.0000	10.0000	4.0000	9.0000	0.0000	38.0000	1.0000	0.0000	14.0000
BP10_NODE_62_length_4689_cov_0_908275	4689	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	54.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.0000	0.0000	9.0000	0.0000	9.0000	0.0000	0.0000	2.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	65.0000	3.0000	780.0000	2.0000	0.0000	301.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	33.0000	0.0000	0.0000	13.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	5.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000
BP10_NODE_63_length_4616_cov_2_633370	4616	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	1.0000	8.0000	0.0000	0.0000	0.0000	12.0000	1.0000	3.0000	0.0000	8.0000	8.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	1.0000	27.0000	0.0000	0.0000	2378.0000	21.0000	0.0000	1.0000	0.0000	0.0000	0.0000	24.0000	53.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	5.0000	0.0000	4.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	22.0000	9.0000	0.0000	43.0000	0.0000	3.0000	0.0000	31.0000	17.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	44.0000	0.0000	0.0000	11.0000
BP10_NODE_64_length_4605_cov_1_028546	4605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	886.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1539.0000	0.0000	0.0000	0.0000	196.0000	0.0000	0.0000	30.0000
BP10_NODE_65_length_4497_cov_1_284735	4497	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1154.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	46.0000	0.0000
BP10_NODE_67_length_4346_cov_3_144379	4346	6.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	2.0000	1.0000	0.0000	0.0000	0.0000	9.0000	13.0000	7.0000	27.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	4.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	0.0000	2746.0000	22.0000	0.0000	8.0000	0.0000	8.0000	2.0000	13.0000	56.0000	0.0000	0.0000	0.0000	23.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	15.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	9.0000	13.0000	2.0000	0.0000	85.0000	0.0000	1.0000	5.0000	24.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	68.0000	0.0000	0.0000	11.0000
BP10_NODE_69_length_4309_cov_0_454155	4309	0.0000	0.0000	0.0000	0.0000	9.0000	6.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	1.0000	23.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	19.0000	0.0000	0.0000	0.0000	11.0000	0.0000	0.0000	0.0000	0.0000	7.0000	28.0000	0.0000	0.0000	320.0000	2.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	10.0000	3.0000	0.0000	15.0000	0.0000	17.0000	0.0000	2.0000	129.0000	14.0000	54.0000	0.0000	5.0000	0.0000	2.0000	216.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	442.0000
BP10_NODE_73_length_4203_cov_1_782215	4203	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	2.0000	2.0000	1.0000	0.0000	0.0000	4.0000	53.0000	0.0000	35.0000	1.0000	45.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	29.0000	0.0000	1335.0000	0.0000	2.0000	6.0000	0.0000	1.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	3.0000	1.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	4.0000	0.0000	6.0000	13.0000	38.0000	1.0000	0.0000	96.0000	0.0000	0.0000	29.0000	13.0000	3.0000	0.0000	27.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	24.0000	6.0000	2.0000	20.0000
BP10_NODE_77_length_3986_cov_1_271928	3986	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	11.0000	33.0000	0.0000	69.0000	0.0000	29.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	1.0000	3.0000	0.0000	0.0000	0.0000	10.0000	1.0000	0.0000	881.0000	7.0000	2.0000	41.0000	0.0000	0.0000	0.0000	3.0000	4.0000	2.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	1.0000	0.0000	2.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	47.0000	15.0000	0.0000	7.0000	0.0000	3.0000	7.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	2.0000	0.0000	9.0000	0.0000	4.0000	12.0000
BP10_NODE_82_length_3905_cov_2_049947	3905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	4.0000	1951.0000	0.0000	0.0000	1548.0000	66.0000	0.0000	0.0000	4.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.0000	28.0000	0.0000	0.0000	2.0000	92.0000	4.0000	0.0000	0.0000	0.0000	0.0000
BP10_NODE_83_length_3885_cov_1_674283	3885	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1184.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BP10_NODE_84_length_3848_cov_2_056077	3848	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	2.0000	0.0000	18.0000	83.0000	0.0000	1381.0000	5.0000	13.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	39.0000	22.0000	63.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000
BP10_NODE_88_length_3729_cov_1_147173	3729	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	15.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	956.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	11.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	6.0000	0.0000	7.0000	9.0000	10.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	4.0000	104.0000
BP10_NODE_95_length_3455_cov_0_774145	3455	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	2.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	7.0000	3.0000	0.0000	0.0000	15.0000	30.0000	0.0000	269.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	0.0000	0.0000	7.0000	0.0000	1.0000	528.0000	1.0000	4.0000	24.0000	0.0000	0.0000	2.0000	0.0000	1.0000	0.0000	0.0000	0.0000	5.0000	0.0000	5.0000	0.0000	2.0000	4.0000	0.0000	4.0000	0.0000	136.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	110.0000	9.0000	0.0000	8.0000	0.0000	0.0000	15.0000	17.0000	13.0000	0.0000	4.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	2.0000	0.0000	4.0000	25.0000
