,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
158,BP23_NODE_394_length_988_cov_0_365629,Unassigned,Unassigned,Unassigned,285_0,Clustered,4,VC_285_0,4,0.2506,0.99999044,0.2506,1,1,1,1.0
159,BP23_NODE_39_length_4412_cov_3_300629,Unassigned,Unassigned,Unassigned,166_0,Clustered,3,VC_166_0,3,0.2343,0.95300835,0.2233,1,1,1,1.0
160,BP23_NODE_409_length_978_cov_0_942824,Unassigned,Unassigned,Unassigned,305_0,Clustered,2,VC_305_0,2,1.0,1.0,1.0,1,1,1,1.0
161,BP23_NODE_410_length_978_cov_0_473746,Unassigned,Unassigned,Unassigned,306_0,Clustered,2,VC_306_0,2,1.0,1.0,1.0,1,1,1,1.0
162,BP23_NODE_411_length_976_cov_0_466667,Unassigned,Unassigned,Unassigned,307_0,Clustered,2,VC_307_0,2,0.0714,0.89435023,0.0639,1,1,1,1.0
163,BP23_NODE_424_length_953_cov_0_167067,Unassigned,Unassigned,Unassigned,276_0,Clustered,9,VC_276_0,9,1.0,1.0,1.0,1,1,1,1.0
164,BP23_NODE_45_length_4029_cov_1_837001,Unassigned,Unassigned,Unassigned,308_0,Clustered,3,VC_308_0,3,1.0,1.0,1.0,1,1,1,1.0
165,BP23_NODE_461_length_917_cov_0_910804,Unassigned,Unassigned,Unassigned,276_0,Clustered,9,VC_276_0,9,1.0,1.0,1.0,1,1,1,1.0
166,BP23_NODE_476_length_898_cov_0_238095,Unassigned,Unassigned,Unassigned,286_0,Clustered,3,VC_286_0,3,1.0,0.0,0.0,1,1,1,1.0
167,BP23_NODE_5_length_17242_cov_4_295894,Unassigned,Unassigned,Unassigned,144_0,Clustered,2,VC_144_0,2,1.0,1.0,1.0,1,1,1,1.0
168,BP23_NODE_62_length_3251_cov_1_364537,Unassigned,Unassigned,Unassigned,310_0,Clustered,2,VC_310_0,2,0.4446,0.72985431,0.3245,1,1,1,1.0
169,BP23_NODE_67_length_3107_cov_0_576021,Unassigned,Unassigned,Unassigned,311_0,Clustered,3,VC_311_0,3,0.0273,0.81320707,0.0222,1,1,1,1.0
170,BP23_NODE_91_length_2512_cov_6_693015,Unassigned,Unassigned,Unassigned,316_0,Clustered,3,VC_316_0,3,1.0,0.0,0.0,1,1,1,1.0
171,BP23_NODE_93_length_2467_cov_3_495311,Unassigned,Unassigned,Unassigned,275_0,Clustered,4,VC_275_0,4,0.256,0.92545029,0.2369,1,1,1,1.0
172,BP23_NODE_98_length_2394_cov_0_374835,Unassigned,Unassigned,Unassigned,318_0,Clustered,2,VC_318_0,2,0.4763,0.89435023,0.426,1,1,1,1.0
173,BP23_NODE_9_length_14015_cov_5_064992,Unassigned,Unassigned,Unassigned,319_0,Clustered,2,VC_319_0,2,1.0,1.0,1.0,1,1,1,1.0
174,BP24_NODE_1172_length_930_cov_0_384425,Unassigned,Unassigned,Unassigned,299_0,Clustered,2,VC_299_0,2,1.0,1.0,1.0,1,1,1,1.0
175,BP24_NODE_13_length_4443_cov_3_546506,Unassigned,Unassigned,Unassigned,154_0,Clustered,7,VC_154_0,7,0.1902,0.74027862,0.1408,1,1,1,1.0
176,BP24_NODE_16_length_4150_cov_3_007198,Unassigned,Unassigned,Unassigned,190_0,Clustered,3,VC_190_0,3,0.9535,0.82711071,0.7887,1,1,1,1.0
177,BP24_NODE_174_length_1862_cov_3_390006,Unassigned,Unassigned,Unassigned,287_0,Clustered,2,VC_287_0,2,0.2599,0.5,0.13,1,1,1,1.0
178,BP24_NODE_180_length_1845_cov_0_498840,Unassigned,Unassigned,Unassigned,321_0,Clustered,2,VC_321_0,2,0.7272,0.76024994,0.5528,1,1,1,1.0
179,BP24_NODE_1852_length_784_cov_0_389140,Unassigned,Unassigned,Unassigned,322_0,Clustered,2,VC_322_0,2,0.6837,0.76024994,0.5198,1,1,1,1.0
180,BP24_NODE_186_length_1824_cov_0_641809,Unassigned,Unassigned,Unassigned,190_0,Clustered,3,VC_190_0,3,0.9535,0.82711071,0.7887,1,1,1,1.0
181,BP24_NODE_18_length_4056_cov_0_827700,Unassigned,Unassigned,Unassigned,323_0,Clustered,2,VC_323_0,2,0.1278,0.87769174,0.1121,1,1,1,1.0
182,BP24_NODE_214_length_1755_cov_0_416769,Unassigned,Unassigned,Unassigned,326_0,Clustered,2,VC_326_0,2,1.0,1.0,1.0,1,1,1,1.0
183,BP24_NODE_2928_length_650_cov_0_249527,Unassigned,Unassigned,Unassigned,305_0,Clustered,2,VC_305_0,2,1.0,1.0,1.0,1,1,1,1.0
184,BP24_NODE_3540_length_596_cov_0_223158,Unassigned,Unassigned,Unassigned,285_0,Clustered,4,VC_285_0,4,0.2506,0.99999044,0.2506,1,1,1,1.0
185,BP24_NODE_3946_length_569_cov_0_229911,Unassigned,Unassigned,Unassigned,327_0,Clustered,2,VC_327_0,2,1.0,1.0,1.0,1,1,1,1.0
186,BP24_NODE_399_length_1413_cov_0_765480,Unassigned,Unassigned,Unassigned,328_0,Clustered,5,VC_328_0,5,0.8275,0.94449145,0.7815,1,1,1,1.0
187,BP24_NODE_3_length_9536_cov_5_340627,Unassigned,Unassigned,Unassigned,329_0,Clustered,2,VC_329_0,2,1.0,1.0,1.0,1,1,1,1.0
188,BP24_NODE_41_length_3208_cov_1_381276,Unassigned,Unassigned,Unassigned,330_0,Clustered,3,VC_330_0,3,1.0,1.0,1.0,1,1,1,1.0
189,BP24_NODE_420_length_1389_cov_0_523659,Unassigned,Unassigned,Unassigned,133_0,Clustered,12,VC_133_0,12,0.3846,1.0,0.3846,1,1,1,1.0
190,BP24_NODE_4427_length_541_cov_0_335714,Unassigned,Unassigned,Unassigned,331_0,Clustered,2,VC_331_0,2,1.0,1.0,1.0,1,1,1,1.0
191,BP24_NODE_46_length_3073_cov_1_309621,Unassigned,Unassigned,Unassigned,332_0,Clustered,2,VC_332_0,2,0.0711,0.56951611,0.0405,1,1,1,1.0
192,BP24_NODE_4768_length_526_cov_0_091358,Unassigned,Unassigned,Unassigned,333_0,Clustered,2,VC_333_0,2,1.0,1.0,1.0,1,1,1,1.0
193,BP24_NODE_4887_length_520_cov_0_360902,Unassigned,Unassigned,Unassigned,334_0,Clustered,2,VC_334_0,2,1.0,1.0,1.0,1,1,1,1.0
194,BP24_NODE_49_length_2972_cov_1_146966,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
195,BP24_NODE_5083_length_512_cov_0_378517,Unassigned,Unassigned,Unassigned,335_0,Clustered,2,VC_335_0,2,0.2244,0.72985431,0.1638,1,1,1,1.0
196,BP24_NODE_55_length_2922_cov_1_034630,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
197,BP24_NODE_5_length_6657_cov_2_248623,Unassigned,Unassigned,Unassigned,212_0,Clustered,2,VC_212_0,2,0.151,0.94363853,0.1425,1,1,1,1.0
198,BP24_NODE_62_length_2797_cov_0_728700,Unassigned,Unassigned,Unassigned,336_0,Clustered,2,VC_336_0,2,0.5781,0.81445332,0.4709,1,1,1,1.0
199,BP24_NODE_6_length_6383_cov_1_110348,Unassigned,Unassigned,Unassigned,337_0,Clustered,2,VC_337_0,2,0.4201,0.92357512,0.388,1,1,1,1.0
200,BP24_NODE_725_length_1146_cov_0_207805,Unassigned,Unassigned,Unassigned,331_0,Clustered,2,VC_331_0,2,1.0,1.0,1.0,1,1,1,1.0
201,BP24_NODE_953_length_1013_cov_0_254484,Unassigned,Unassigned,Unassigned,339_0,Clustered,2,VC_339_0,2,1.0,1.0,1.0,1,1,1,1.0
202,BP25_NODE_16_length_3821_cov_3_338649,Unassigned,Unassigned,Unassigned,206_0,Clustered,4,VC_206_0,4,0.2108,0.99679019,0.2101,1,1,1,1.0
203,BP25_NODE_44_length_1587_cov_0_380628,Unassigned,Unassigned,Unassigned,168_0,Clustered,2,VC_168_0,2,0.1697,0.92263554,0.1566,1,1,1,1.0
204,BP26_NODE_292_length_563_cov_0_712670,Unassigned,Unassigned,Unassigned,245_0,Clustered,2,VC_245_0,2,0.32,0.5,0.16,1,1,1,1.0
205,BP26_NODE_2_length_5618_cov_0_902674,Unassigned,Unassigned,Unassigned,341_0,Clustered,2,VC_341_0,2,0.1,0.89889527,0.0899,1,1,1,1.0
206,BP27_NODE_11_length_4545_cov_1_663427,Unassigned,Unassigned,Unassigned,130_0,Clustered,4,VC_130_0,4,0.0204,0.90963178,0.0186,1,1,1,1.0
207,BP27_NODE_12_length_4472_cov_1_362445,Unassigned,Unassigned,Unassigned,342_0,Clustered,2,VC_342_0,2,0.1309,0.72985431,0.0955,1,1,1,1.0
208,BP27_NODE_15_length_4204_cov_2_194710,Unassigned,Unassigned,Unassigned,345_0,Clustered,2,VC_345_0,2,0.1489,0.87921671,0.1309,1,1,1,1.0
209,BP27_NODE_18_length_4005_cov_1_960093,Unassigned,Unassigned,Unassigned,346_0,Clustered,2,VC_346_0,2,1.0,1.0,1.0,1,1,1,1.0
210,BP27_NODE_20_length_3464_cov_1_303320,Unassigned,Unassigned,Unassigned,199_0,Clustered,2,VC_199_0,2,0.4942,0.5,0.2471,1,1,1,1.0
211,BP27_NODE_61_length_2029_cov_2_614256,Unassigned,Unassigned,Unassigned,158_0,Clustered,3,VC_158_0,3,1.0,0.0,0.0,1,1,1,1.0
212,BP27_NODE_66_length_1942_cov_1_692477,Unassigned,Unassigned,Unassigned,278_0,Clustered,3,VC_278_0,3,0.114,0.55500086,0.0633,1,1,1,1.0
213,BP27_NODE_86_length_1640_cov_0_861751,Unassigned,Unassigned,Unassigned,350_0,Clustered,3,VC_350_0,3,1.0,0.0,0.0,1,1,1,1.0
214,BP27_NODE_94_length_1584_cov_1_448394,Unassigned,Unassigned,Unassigned,351_0,Clustered,2,VC_351_0,2,1.0,1.0,1.0,1,1,1,1.0
215,BP28_NODE_2_length_3013_cov_1_036653,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
216,BP28_NODE_3_length_2591_cov_1_015385,Unassigned,Unassigned,Unassigned,214_0,Clustered,3,VC_214_0,3,0.1714,0.9374283,0.1606,1,1,1,1.0
217,BP2_NODE_1_length_19461_cov_9_569286,Unassigned,Unassigned,Unassigned,75_0,Clustered,4,VC_75_0,4,0.254,0.86975355,0.2209,2,2,2,1.0
218,BP31_NODE_104_length_1189_cov_0_691011,Unassigned,Unassigned,Unassigned,149_0,Clustered,6,VC_149_0,6,0.637,0.99996109,0.637,1,1,1,1.0
219,BP31_NODE_17_length_3075_cov_0_704469,Unassigned,Unassigned,Unassigned,235_0,Clustered,3,VC_235_0,3,0.3272,0.80863346,0.2646,1,1,1,1.0
220,BP31_NODE_2_length_8296_cov_2_699817,Unassigned,Unassigned,Unassigned,192_0,Clustered,5,VC_192_0,5,0.1169,0.99633119,0.1164,1,1,1,1.0
221,BP31_NODE_47_length_1759_cov_0_551282,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
222,BP31_NODE_5_length_5159_cov_0_723104,Unassigned,Unassigned,Unassigned,337_0,Clustered,2,VC_337_0,2,0.4201,0.92357512,0.388,1,1,1,1.0
223,BP33_NODE_148_length_1376_cov_0_808765,Unassigned,Unassigned,Unassigned,91_0,Clustered,2,VC_91_0,2,0.4562,0.76024994,0.3468,1,1,1,1.0
224,BP33_NODE_15_length_7561_cov_5_364382,Unassigned,Unassigned,Unassigned,212_0,Clustered,2,VC_212_0,2,0.151,0.94363853,0.1425,1,1,1,1.0
225,BP33_NODE_177_length_1205_cov_5_273985,Unassigned,Unassigned,Unassigned,361_0,Clustered,2,VC_361_0,2,1.0,1.0,1.0,1,1,1,1.0
226,BP33_NODE_20_length_6003_cov_8_435056,Unassigned,Unassigned,Unassigned,206_0,Clustered,4,VC_206_0,4,0.2108,0.99679019,0.2101,1,1,1,1.0
227,BP33_NODE_229_length_979_cov_0_428904,Unassigned,Unassigned,Unassigned,362_0,Clustered,3,VC_362_0,3,1.0,0.0,0.0,1,1,1,1.0
228,BP33_NODE_2_length_30045_cov_21_759190,Unassigned,Unassigned,Unassigned,188_0,Clustered,7,VC_188_0,7,0.3528,1.0,0.3528,1,3,2,0.9048
229,BP33_NODE_39_length_3372_cov_2_232851,Unassigned,Unassigned,Unassigned,364_0,Clustered,2,VC_364_0,2,1.0,1.0,1.0,1,1,1,1.0
230,BP33_NODE_3_length_28874_cov_15_162731,Unassigned,Unassigned,Unassigned,366_0,Clustered,7,VC_366_0,7,0.753,0.9999997,0.753,1,1,1,1.0
231,BP33_NODE_4_length_28800_cov_2_678789,Unassigned,Unassigned,Unassigned,103_0,Clustered,10,VC_103_0,10,0.2128,1.0,0.2128,2,2,2,0.8444
232,BP33_NODE_75_length_2173_cov_1_061891,Unassigned,Unassigned,Unassigned,205_0,Clustered,2,VC_205_0,2,0.2749,0.85557782,0.2352,1,1,1,1.0
233,BP33_NODE_77_length_2115_cov_1_992979,Unassigned,Unassigned,Unassigned,368_0,Clustered,2,VC_368_0,2,0.3169,0.72985431,0.2313,1,1,1,1.0
234,BP33_NODE_78_length_2112_cov_1_536414,Unassigned,Unassigned,Unassigned,90_0,Clustered,5,VC_90_0,5,0.448,0.99973695,0.4478,1,1,1,1.0
235,BP33_NODE_9_length_8845_cov_2_462288,Unassigned,Unassigned,Unassigned,372_0,Clustered,2,VC_372_0,2,1.0,1.0,1.0,1,1,1,1.0
236,BP34_NODE_61_length_947_cov_0_277240,Unassigned,Unassigned,Unassigned,158_0,Clustered,3,VC_158_0,3,1.0,0.0,0.0,1,1,1,1.0
237,BP35_NODE_10_length_5818_cov_2_933123,Unassigned,Unassigned,Unassigned,365_0,Clustered,3,VC_365_0,3,0.0992,0.54690719,0.0543,1,1,1,1.0
238,BP35_NODE_17_length_3472_cov_2_980006,Unassigned,Unassigned,Unassigned,373_0,Clustered,2,VC_373_0,2,1.0,1.0,1.0,1,1,1,1.0
239,BP35_NODE_20_length_3371_cov_1_262769,Unassigned,Unassigned,Unassigned,374_0,Clustered,2,VC_374_0,2,1.0,1.0,1.0,1,1,1,1.0
240,BP35_NODE_246_length_761_cov_0_582812,Unassigned,Unassigned,Unassigned,14_0,Clustered,3,VC_14_0,3,0.0763,0.95688694,0.0731,1,1,1,1.0
241,BP35_NODE_25_length_3250_cov_0_930329,Unassigned,Unassigned,Unassigned,237_0,Clustered,3,VC_237_0,3,0.7836,0.87736094,0.6875,1,1,1,1.0
242,BP35_NODE_2_length_10276_cov_7_161595,Unassigned,Unassigned,Unassigned,75_0,Clustered,4,VC_75_0,4,0.254,0.86975355,0.2209,2,2,2,1.0
243,BP35_NODE_3_length_9933_cov_4_533530,Unassigned,Unassigned,Unassigned,366_0,Clustered,7,VC_366_0,7,0.753,0.9999997,0.753,1,1,1,1.0
244,BP3_NODE_126_length_1122_cov_1_556444,Unassigned,Unassigned,Unassigned,218_0,Clustered,2,VC_218_0,2,0.1848,0.5,0.0924,1,1,1,1.0
245,BP3_NODE_185_length_885_cov_0_482984,Unassigned,Unassigned,Unassigned,367_0,Clustered,2,VC_367_0,2,0.0965,0.88261817,0.0851,1,1,1,1.0
246,BP3_NODE_20_length_3931_cov_2_478478,Unassigned,Unassigned,Unassigned,202_0,Clustered,3,VC_202_0,3,0.1824,0.7554569,0.1378,1,1,1,1.0
247,BP3_NODE_24_length_3434_cov_4_547540,Unassigned,Unassigned,Unassigned,133_0,Clustered,12,VC_133_0,12,0.3846,1.0,0.3846,1,1,1,1.0
248,BP3_NODE_31_length_2944_cov_0_838115,Unassigned,Unassigned,Unassigned,373_0,Clustered,2,VC_373_0,2,1.0,1.0,1.0,1,1,1,1.0
249,BP3_NODE_6_length_7258_cov_2_441782,Unassigned,Unassigned,Unassigned,359_0,Clustered,2,VC_359_0,2,0.0683,0.82475843,0.0564,1,1,1,1.0
250,BP40_NODE_108_length_1016_cov_0_665922,Unassigned,Unassigned,Unassigned,377_0,Clustered,2,VC_377_0,2,1.0,1.0,1.0,1,1,1,1.0
251,BP40_NODE_13_length_3867_cov_1_835024,Unassigned,Unassigned,Unassigned,366_0,Clustered,7,VC_366_0,7,0.753,0.9999997,0.753,1,1,1,1.0
252,BP40_NODE_14_length_3755_cov_1_211613,Unassigned,Unassigned,Unassigned,365_0,Clustered,3,VC_365_0,3,0.0992,0.54690719,0.0543,1,1,1,1.0
253,BP40_NODE_39_length_1951_cov_1_816393,Unassigned,Unassigned,Unassigned,378_0,Clustered,2,VC_378_0,2,1.0,1.0,1.0,1,1,1,1.0
254,BP41_NODE_11_length_7469_cov_1_560833,Unassigned,Unassigned,Unassigned,210_0,Clustered,4,VC_210_0,4,0.3166,0.9104454,0.2883,1,1,1,1.0
255,BP41_NODE_1_length_49648_cov_4_244654,Unassigned,Unassigned,Unassigned,261_0,Clustered,3,VC_261_0,3,0.6851,0.9906832,0.6787,1,1,1,1.0
256,BP41_NODE_24_length_4147_cov_1_379285,Unassigned,Unassigned,Unassigned,204_0,Clustered,4,VC_204_0,4,0.4063,0.89577513,0.3639,1,1,1,1.0
257,BP41_NODE_25_length_4131_cov_4_128180,Unassigned,Unassigned,Unassigned,374_0,Clustered,2,VC_374_0,2,1.0,1.0,1.0,1,1,1,1.0
258,BP41_NODE_35_length_2333_cov_0_440778,Unassigned,Unassigned,Unassigned,194_0,Clustered,4,VC_194_0,4,0.3953,0.95310522,0.3768,1,1,1,1.0
259,BP43_NODE_10_length_3827_cov_6_260389,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
260,BP43_NODE_11_length_3778_cov_2_006016,Unassigned,Unassigned,Unassigned,265_0,Clustered,3,VC_265_0,3,0.2549,0.77434673,0.1974,1,1,1,1.0
261,BP43_NODE_19_length_2442_cov_0_986644,Unassigned,Unassigned,Unassigned,149_0,Clustered,6,VC_149_0,6,0.637,0.99996109,0.637,1,1,1,1.0
262,BP43_NODE_1_length_23639_cov_6_635641,Unassigned,Unassigned,Unassigned,188_0,Clustered,7,VC_188_0,7,0.3528,1.0,0.3528,1,3,2,0.9048
263,BP43_NODE_31_length_2005_cov_1_496285,Unassigned,Unassigned,Unassigned,321_0,Clustered,2,VC_321_0,2,0.7272,0.76024994,0.5528,1,1,1,1.0
264,BP43_NODE_6_length_5058_cov_0_992303,Unassigned,Unassigned,Unassigned,380_0,Clustered,2,VC_380_0,2,0.0961,0.91813282,0.0882,1,1,1,1.0
265,BP44_NODE_19_length_2634_cov_0_952646,Unassigned,Unassigned,Unassigned,330_0,Clustered,3,VC_330_0,3,1.0,1.0,1.0,1,1,1,1.0
266,BP44_NODE_2_length_4288_cov_0_978882,Unassigned,Unassigned,Unassigned,364_0,Clustered,2,VC_364_0,2,1.0,1.0,1.0,1,1,1,1.0
267,BP44_NODE_5_length_3908_cov_0_687087,Unassigned,Unassigned,Unassigned,336_0,Clustered,2,VC_336_0,2,0.5781,0.81445332,0.4709,1,1,1,1.0
268,BP44_NODE_93_length_989_cov_0_804147,Unassigned,Unassigned,Unassigned,362_0,Clustered,3,VC_362_0,3,1.0,0.0,0.0,1,1,1,1.0
269,BP45_NODE_10_length_4407_cov_1_507933,Unassigned,Unassigned,Unassigned,366_0,Clustered,7,VC_366_0,7,0.753,0.9999997,0.753,1,1,1,1.0
270,BP45_NODE_2_length_11591_cov_2_429730,Unassigned,Unassigned,Unassigned,383_0,Clustered,3,VC_383_0,3,1.0,1.0,1.0,1,1,1,1.0
271,BP45_NODE_40_length_1636_cov_0_721452,Unassigned,Unassigned,Unassigned,365_0,Clustered,3,VC_365_0,3,0.0992,0.54690719,0.0543,1,1,1,1.0
272,BP45_NODE_5_length_6400_cov_1_856187,Unassigned,Unassigned,Unassigned,205_0,Clustered,2,VC_205_0,2,0.2749,0.85557782,0.2352,1,1,1,1.0
273,BP45_NODE_83_length_1010_cov_0_967379,Unassigned,Unassigned,Unassigned,91_0,Clustered,2,VC_91_0,2,0.4562,0.76024994,0.3468,1,1,1,1.0
274,BP45_NODE_84_length_1000_cov_1_062571,Unassigned,Unassigned,Unassigned,362_0,Clustered,3,VC_362_0,3,1.0,0.0,0.0,1,1,1,1.0
275,BP46_NODE_103_length_1747_cov_0_464330,Unassigned,Unassigned,Unassigned,384_0,Clustered,3,VC_384_0,3,0.6228,0.62655718,0.3902,1,1,1,1.0
276,BP46_NODE_10_length_5845_cov_1_941999,Unassigned,Unassigned,Unassigned,237_0,Clustered,3,VC_237_0,3,0.7836,0.87736094,0.6875,1,1,1,1.0
277,BP46_NODE_13_length_5218_cov_0_724544,Unassigned,Unassigned,Unassigned,355_0,Clustered,4,VC_355_0,4,0.554,0.9803957,0.5431,1,1,1,1.0
278,BP46_NODE_14_length_4911_cov_2_442380,Unassigned,Unassigned,Unassigned,154_0,Clustered,7,VC_154_0,7,0.1902,0.74027862,0.1408,1,1,1,1.0
279,BP46_NODE_17_length_4271_cov_2_341928,Unassigned,Unassigned,Unassigned,368_0,Clustered,2,VC_368_0,2,0.3169,0.72985431,0.2313,1,1,1,1.0
280,BP46_NODE_22_length_3521_cov_0_960882,Unassigned,Unassigned,Unassigned,388_0,Clustered,2,VC_388_0,2,0.1195,0.5767747,0.0689,1,1,1,1.0
281,BP46_NODE_25_length_3331_cov_1_619626,Unassigned,Unassigned,Unassigned,288_0,Clustered,2,VC_288_0,2,0.0962,0.89282869,0.0859,1,1,1,1.0
282,BP46_NODE_29_length_3047_cov_2_180109,Unassigned,Unassigned,Unassigned,133_0,Clustered,12,VC_133_0,12,0.3846,1.0,0.3846,1,1,1,1.0
283,BP46_NODE_56_length_2283_cov_0_437095,Unassigned,Unassigned,Unassigned,390_0,Clustered,3,VC_390_0,3,1.0,1.0,1.0,1,1,1,1.0
284,BP46_NODE_78_length_2008_cov_1_072602,Unassigned,Unassigned,Unassigned,391_0,Clustered,5,VC_391_0,5,0.7834,0.5,0.3917,1,1,1,1.0
285,BP46_NODE_847_length_501_cov_0_313158,Unassigned,Unassigned,Unassigned,392_0,Clustered,2,VC_392_0,2,1.0,1.0,1.0,1,1,1,1.0
286,BP46_NODE_9_length_5932_cov_1_514713,Unassigned,Unassigned,Unassigned,163_0,Clustered,2,VC_163_0,2,0.256,0.5,0.128,1,1,1,1.0
287,BP48_NODE_13_length_4731_cov_1_382863,Unassigned,Unassigned,Unassigned,246_0,Clustered,2,VC_246_0,2,0.1282,0.59870633,0.0768,1,1,1,1.0
288,BP48_NODE_14_length_4727_cov_3_351498,Unassigned,Unassigned,Unassigned,243_0,Clustered,4,VC_243_0,4,0.6349,0.77222745,0.4903,1,1,1,1.0
289,BP48_NODE_17_length_3629_cov_1_165051,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
290,BP48_NODE_1_length_11486_cov_2_240915,Unassigned,Unassigned,Unassigned,213_0,Clustered,11,VC_213_0,11,0.4619,1.0,0.4619,1,2,2,1.0
291,BP48_NODE_3_length_8991_cov_2_700000,Unassigned,Unassigned,Unassigned,393_0,Clustered,2,VC_393_0,2,1.0,1.0,1.0,1,1,1,1.0
292,BP49_NODE_13_length_7050_cov_0_714966,Unassigned,Unassigned,Unassigned,397_0,Clustered,2,VC_397_0,2,0.056,0.71893263,0.0403,1,1,1,1.0
293,BP49_NODE_143_length_1712_cov_0_486486,Unassigned,Unassigned,Unassigned,398_0,Clustered,2,VC_398_0,2,0.4873,0.86822376,0.4231,1,1,1,1.0
294,BP49_NODE_162_length_1564_cov_0_545392,Unassigned,Unassigned,Unassigned,40_0,Clustered,2,VC_40_0,2,0.0162,0.83359475,0.0135,1,1,1,1.0
295,BP49_NODE_17_length_6293_cov_5_658296,Unassigned,Unassigned,Unassigned,399_0,Clustered,2,VC_399_0,2,0.6215,0.72985431,0.4536,1,1,1,1.0
296,BP49_NODE_18_length_5682_cov_0_944974,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
297,BP49_NODE_1_length_65331_cov_17_543582,Unassigned,Unassigned,Unassigned,261_0,Clustered,3,VC_261_0,3,0.6851,0.9906832,0.6787,1,1,1,1.0
298,BP49_NODE_20_length_5591_cov_0_722121,Unassigned,Unassigned,Unassigned,119_0,Clustered,4,VC_119_0,4,0.3634,0.99924856,0.3632,1,2,2,1.0
299,BP49_NODE_227_length_1247_cov_0_542629,Unassigned,Unassigned,Unassigned,203_0,Clustered,3,VC_203_0,3,0.267,0.98252311,0.2623,1,1,1,1.0
300,BP49_NODE_237_length_1203_cov_0_475046,Unassigned,Unassigned,Unassigned,400_0,Clustered,2,VC_400_0,2,1.0,1.0,1.0,1,1,1,1.0
301,BP49_NODE_2_length_32306_cov_7_451888,Unassigned,Unassigned,Unassigned,352_0,Clustered,3,VC_352_0,3,0.4993,0.99682122,0.4977,1,1,1,1.0
302,BP49_NODE_319_length_982_cov_1_391405,Unassigned,Unassigned,Unassigned,404_0,Clustered,7,VC_404_0,7,0.8343,0.99999988,0.8343,1,1,1,1.0
303,BP49_NODE_349_length_932_cov_0_584464,Unassigned,Unassigned,Unassigned,405_0,Clustered,3,VC_405_0,3,1.0,1.0,1.0,1,1,1,1.0
304,BP49_NODE_373_length_908_cov_0_271919,Unassigned,Unassigned,Unassigned,406_0,Clustered,2,VC_406_0,2,1.0,1.0,1.0,1,1,1,1.0
305,BP49_NODE_39_length_3621_cov_1_270000,Unassigned,Unassigned,Unassigned,358_0,Clustered,2,VC_358_0,2,0.088,0.59870633,0.0527,1,1,1,1.0
306,BP49_NODE_476_length_793_cov_0_675595,Unassigned,Unassigned,Unassigned,407_0,Clustered,2,VC_407_0,2,1.0,1.0,1.0,1,1,1,1.0
307,BP49_NODE_53_length_2982_cov_0_599091,Unassigned,Unassigned,Unassigned,408_0,Clustered,2,VC_408_0,2,0.1534,0.8335392,0.1278,1,1,1,1.0
308,BP49_NODE_69_length_2545_cov_1_295792,Unassigned,Unassigned,Unassigned,154_0,Clustered,7,VC_154_0,7,0.1902,0.74027862,0.1408,1,1,1,1.0
309,BP49_NODE_74_length_2493_cov_0_750843,Unassigned,Unassigned,Unassigned,409_0,Clustered,2,VC_409_0,2,1.0,1.0,1.0,1,1,1,1.0
310,BP49_NODE_8_length_10567_cov_3_319070,Unassigned,Unassigned,Unassigned,289_0,Clustered,4,VC_289_0,4,0.1472,0.67284962,0.099,1,1,1,1.0
311,BP50_NODE_11_length_7518_cov_2_367446,Unassigned,Unassigned,Unassigned,192_0,Clustered,5,VC_192_0,5,0.1169,0.99633119,0.1164,1,1,1,1.0
312,BP50_NODE_12_length_7328_cov_1_342167,Unassigned,Unassigned,Unassigned,101_0,Clustered,3,VC_101_0,3,0.3483,0.99453921,0.3464,1,1,1,1.0
313,BP50_NODE_14_length_7220_cov_1_162417,Unassigned,Unassigned,Unassigned,412_0,Clustered,3,VC_412_0,3,0.3488,0.97886252,0.3414,1,1,1,1.0
314,BP50_NODE_1630_length_555_cov_0_161290,Unassigned,Unassigned,Unassigned,409_0,Clustered,2,VC_409_0,2,1.0,1.0,1.0,1,1,1,1.0
315,BP50_NODE_16_length_6024_cov_6_082670,Unassigned,Unassigned,Unassigned,166_0,Clustered,3,VC_166_0,3,0.2343,0.95300835,0.2233,1,1,1,1.0
316,BP50_NODE_1706_length_545_cov_0_247642,Unassigned,Unassigned,Unassigned,417_0,Clustered,2,VC_417_0,2,1.0,1.0,1.0,1,1,1,1.0
