,Length,LogLength,Numgene,numVOG,numVOG3,pVOG/ORF,VQ3,ID,const,Virusness
BP1_NODE_544_length_762_cov_0_180967,762,2.8819549713396007,2,1,1,0.5,0.5,Diamond,Lin,0.7702640111
BP1_NODE_598_length_727_cov_0_102310,727,2.8615344108590377,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP1_NODE_638_length_712_cov_0_269036,712,2.8524799936368566,2,1,1,0.5,0.5,Diamond,Lin,0.2743181313
BP1_NODE_662_length_697_cov_0_211806,697,2.8432327780980096,2,1,2,0.5,1.0,Diamond,Lin,0.0
BP1_NODE_6_length_7016_cov_3_128644,7016,3.846089580357984,8,5,5,0.62,0.62,Virsort,Lin,0.6768152942000001
BP1_NODE_76_length_1668_cov_0_785391,1668,3.22219604630172,6,1,1,0.17,0.17,Virsort,Lin,0.4693515887
BP1_NODE_770_length_652_cov_0_389831,652,2.81424759573192,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP1_NODE_82_length_1620_cov_0_951968,1620,3.2095150145426308,4,2,2,0.5,0.5,Virsort,Lin,0.5564459309
BP1_NODE_8_length_5218_cov_2_280950,5218,3.717504074764202,10,5,6,0.5,0.6,Virsort,Lin,0.8505327343666668
BP1_NODE_961_length_599_cov_0_221757,599,2.7774268223893115,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP1_NODE_997_length_593_cov_0_108051,593,2.7730546933642626,2,2,2,1.0,1.0,Diamond,Lin,0.9489856265000001
BP1_NODE_998_length_593_cov_0_069915,593,2.7730546933642626,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP1_NODE_9_length_5152_cov_1_513814,5152,3.711975854351756,14,6,6,0.43,0.43,Virsort,Lin,0.67001002625
BP20_NODE_101_length_688_cov_0_248677,688,2.837588438235511,1,1,1,1.0,1.0,Diamond,Lin,0.9247763004999999
BP20_NODE_134_length_604_cov_0_258799,604,2.7810369386211318,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP20_NODE_22_length_1241_cov_0_639286,1241,3.09377178149873,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP20_NODE_46_length_952_cov_0_290012,952,2.9786369483844743,1,0,1,0.0,1.0,Diamond,Lin,0.0
BP21_NODE_12_length_1878_cov_0_891861,1878,3.273695587930092,3,3,3,1.0,1.0,Virsort,Lin,0.18092562326666664
BP21_NODE_71_length_850_cov_2_960219,850,2.929418925714293,1,1,1,1.0,1.0,Diamond,Lin,0.9247763004999999
BP23_NODE_100_length_2376_cov_0_834146,2376,3.375846436309156,4,0,0,0.0,0.0,Virsort,Lin,0.0
BP23_NODE_1015_length_592_cov_0_318471,592,2.77232170672292,2,0,1,0.0,0.5,Diamond,Lin,0.0
BP23_NODE_1032_length_589_cov_0_070513,589,2.7701152947871015,2,2,2,1.0,1.0,Diamond,Lin,0.9370683874000001
BP23_NODE_1059_length_582_cov_0_206074,582,2.7649229846498886,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_1066_length_580_cov_0_259259,580,2.7634279935629373,1,0,1,0.0,1.0,Diamond,Lin,0.0
BP23_NODE_1077_length_577_cov_0_267544,577,2.7611758131557314,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP23_NODE_1098_length_570_cov_0_091314,570,2.7558748556724915,2,1,2,0.5,1.0,Diamond,Lin,1.0
BP23_NODE_10_length_12974_cov_4_874971,12974,4.1130738935942075,10,5,5,0.5,0.5,Virsort,Lin,0.8858886776
BP23_NODE_1118_length_564_cov_0_221219,564,2.751279103983342,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_115_length_2171_cov_15_961463,2171,3.3366598234544202,6,3,3,0.5,0.5,Virsort,Lin,0.71052588995
BP23_NODE_117_length_2159_cov_0_426398,2159,3.334252642334231,7,1,1,0.14,0.14,Virsort,Lin,0.99031581
BP23_NODE_11_length_12964_cov_6_093436,12964,4.112739022360173,14,13,13,0.93,0.93,Virsort,Lin,0.7923409220777778
BP23_NODE_1209_length_546_cov_0_211765,546,2.7371926427047373,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_124_length_2098_cov_3_839656,2098,3.3218054838575393,9,2,3,0.22,0.33,Virsort,Lin,0.6819588282
BP23_NODE_1253_length_537_cov_0_158654,537,2.7299742856995555,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP23_NODE_1256_length_536_cov_0_330120,536,2.72916478969277,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_1281_length_530_cov_0_371638,530,2.724275869600789,1,0,1,0.0,1.0,Diamond,Lin,0.0
BP23_NODE_1325_length_519_cov_0_160804,519,2.7151673578484576,2,2,2,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_1337_length_516_cov_0_678481,516,2.7126497016272113,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_133_length_1998_cov_5_282365,1998,3.3005954838899636,5,2,2,0.4,0.4,Virsort,Lin,0.8341414479000001
BP23_NODE_135_length_1978_cov_0_385030,1978,3.2962262872611605,6,0,0,0.0,0.0,Diamond,Lin,0.0
BP23_NODE_1411_length_504_cov_0_383812,504,2.7024305364455254,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_1422_length_503_cov_0_117801,503,2.7015679850559273,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_1425_length_502_cov_0_354331,502,2.7007037171450192,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP23_NODE_15_length_9743_cov_4_348576,9743,3.988692702549817,8,4,4,0.5,0.5,Virsort,Lin,0.751243768325
BP23_NODE_17_length_8705_cov_11_203169,8705,3.93976877545335,14,8,9,0.57,0.64,Virsort,Lin,0.7272354484500001
BP23_NODE_182_length_1576_cov_0_826117,1576,3.1975562131535367,3,1,2,0.33,0.67,Diamond,Lin,1.0
BP23_NODE_194_length_1507_cov_0_538240,1507,3.178113252314632,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_19_length_8425_cov_4_798892,8425,3.925569909543376,15,7,8,0.47,0.53,Virsort,Lin,0.72474563335
BP23_NODE_20_length_8375_cov_11_405864,8375,3.9229848157088827,9,8,8,0.89,0.89,Virsort,Lin,0.45383123904999995
BP23_NODE_21_length_7373_cov_4_824186,7373,3.8676442339030985,7,1,1,0.14,0.14,Virsort,Lin,1.0
BP23_NODE_220_length_1368_cov_0_446672,1368,3.1360860973840974,3,3,3,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_236_length_1321_cov_0_336667,1321,3.1209028176145273,2,2,2,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_23_length_6376_cov_4_584333,6376,3.804548308388056,4,3,3,0.75,0.75,Virsort,Lin,1.0
BP23_NODE_24_length_6220_cov_1_540580,6220,3.7937903846908188,13,6,6,0.46,0.46,Virsort,Lin,0.47238803240000005
BP23_NODE_26_length_5978_cov_5_586819,5978,3.776555910703262,8,3,3,0.38,0.38,Virsort,Lin,0.186124084
BP23_NODE_276_length_1191_cov_0_388785,1191,3.0759117614827773,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP23_NODE_27_length_5842_cov_1_403076,5842,3.766561552637531,7,7,7,1.0,1.0,Virsort,Lin,0.5801375029166665
BP23_NODE_29_length_5407_cov_1_805524,5407,3.7329563695756245,9,7,7,0.78,0.78,Virsort,Lin,0.73910621165
BP23_NODE_2_length_42653_cov_45_250447,42653,4.629949582692884,63,37,41,0.59,0.65,Diamond,Circ,0.6561730487703704
BP23_NODE_30_length_5295_cov_3_328759,5295,3.7238659644435037,7,4,4,0.57,0.57,Virsort,Lin,0.6501216289
BP23_NODE_324_length_1099_cov_0_276074,1099,3.0409976924234905,6,1,1,0.17,0.17,Diamond,Lin,1.0
BP23_NODE_331_length_1086_cov_0_382383,1086,3.035829825252828,2,1,1,0.5,0.5,Diamond,Lin,0.9807459453
BP23_NODE_33_length_4756_cov_4_111327,4756,3.677241845946654,11,4,4,0.36,0.36,Virsort,Lin,0.7003528866666667
BP23_NODE_342_length_1056_cov_0_214973,1056,3.0236639181977933,3,2,2,0.67,0.67,Virsort,Lin,0.5016777921
BP23_NODE_348_length_1045_cov_0_321429,1045,3.019116290447073,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP23_NODE_349_length_1043_cov_0_365510,1043,3.018284308426531,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_34_length_4688_cov_0_992555,4688,3.670987603010034,4,4,4,1.0,1.0,Virsort,Lin,0.7263688769000001
BP23_NODE_376_length_1009_cov_0_551802,1009,3.0038911662369108,3,3,3,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_386_length_994_cov_0_592211,994,2.997386384397313,2,1,1,0.5,0.5,Diamond,Lin,0.2583501631
BP23_NODE_394_length_988_cov_0_365629,988,2.9947569445876283,2,2,2,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_39_length_4412_cov_3_300629,4412,3.644635503768153,11,1,1,0.09,0.09,Virsort,Lin,0.0
BP23_NODE_3_length_39647_cov_47_954890,39647,4.598210330802737,66,30,34,0.45,0.52,Virsort,Lin,0.7272908591409091
BP23_NODE_409_length_978_cov_0_942824,978,2.9903388547876015,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP23_NODE_40_length_4355_cov_1_236656,4355,3.638988159343682,7,0,0,0.0,0.0,Virsort,Lin,0.0
BP23_NODE_410_length_978_cov_0_473746,978,2.9903388547876015,3,3,3,1.0,1.0,Diamond,Lin,0.9311024233666667
BP23_NODE_411_length_976_cov_0_466667,976,2.9894498176666917,4,2,3,0.5,0.75,Virsort,Lin,0.6984374112
BP23_NODE_424_length_953_cov_0_167067,953,2.979092900638326,2,2,2,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_45_length_4029_cov_1_837001,4029,3.6051972673883776,12,6,6,0.5,0.5,Virsort,Lin,0.2867917704
BP23_NODE_461_length_917_cov_0_910804,917,2.962369335670021,2,2,2,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_476_length_898_cov_0_238095,898,2.9532763366673045,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP23_NODE_490_length_880_cov_0_289855,880,2.9444826721501687,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP23_NODE_49_length_3737_cov_2_909569,3737,3.5725230978496376,11,2,3,0.18,0.27,Virsort,Lin,0.17509936729999998
BP23_NODE_4_length_30396_cov_3_559339,30396,4.482816435838172,36,9,9,0.25,0.25,Virsort,Lin,0.68806888938
BP23_NODE_533_length_841_cov_0_487500,841,2.924795995797912,2,2,2,1.0,1.0,Diamond,Lin,0.6958967838
BP23_NODE_565_length_813_cov_0_270231,813,2.910090545594068,1,0,1,0.0,1.0,Diamond,Lin,0.0
BP23_NODE_56_length_3461_cov_1_264970,3461,3.539201599294128,8,3,7,0.38,0.88,Virsort,Lin,0.9425354575333333
BP23_NODE_58_length_3344_cov_1_197021,3344,3.524266268766979,10,6,6,0.6,0.6,Virsort,Lin,0.5319195103400001
BP23_NODE_5_length_17242_cov_4_295894,17242,4.236587640756995,9,5,5,0.56,0.56,Virsort,Lin,1.0
BP23_NODE_62_length_3251_cov_1_364537,3251,3.5120169694961265,5,2,3,0.4,0.6,Virsort,Lin,0.2265145137
BP23_NODE_63_length_3228_cov_4_284519,3228,3.5089335260500327,3,2,2,0.67,0.67,Diamond,Lin,1.0
BP23_NODE_64_length_3224_cov_2_525943,3224,3.508395033133053,11,4,4,0.36,0.36,Virsort,Lin,0.8003176352333333
BP23_NODE_67_length_3107_cov_0_576021,3107,3.4923412532549745,4,3,3,0.75,0.75,Virsort,Lin,0.8496719355666666
BP23_NODE_692_length_730_cov_0_103448,730,2.863322860120456,3,1,1,0.33,0.33,Diamond,Lin,1.0
BP23_NODE_6_length_16209_cov_4_360144,16209,4.209756222258858,20,3,3,0.15,0.15,Virsort,Lin,0.9004655643
BP23_NODE_711_length_719_cov_0_183946,719,2.8567288903828825,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_72_length_3012_cov_1_069180,3012,3.478854967528663,7,4,5,0.57,0.71,Virsort,Lin,0.796565696
BP23_NODE_781_length_677_cov_0_294964,677,2.8305886686851442,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_7_length_15449_cov_12_299909,15449,4.188900373175912,29,22,23,0.76,0.79,Virsort,Lin,0.46125943498666666
BP23_NODE_80_length_2723_cov_3_586472,2723,3.4350476413399647,2,2,2,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_82_length_2700_cov_0_599845,2700,3.4313637641589874,7,1,1,0.14,0.14,Virsort,Lin,0.584749594
BP23_NODE_835_length_655_cov_0_159176,655,2.816241299991783,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP23_NODE_85_length_2560_cov_0_413694,2560,3.4082399653118496,3,2,2,0.67,0.67,Diamond,Lin,1.0
BP23_NODE_865_length_644_cov_0_252390,644,2.808885867359812,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_86_length_2550_cov_0_664883,2550,3.406540180433955,5,4,4,0.8,0.8,Virsort,Lin,1.0
BP23_NODE_8_length_14883_cov_5_184934,14883,4.172690481755848,16,6,6,0.38,0.38,Virsort,Lin,1.0
BP23_NODE_91_length_2512_cov_6_693015,2512,3.4000196350651586,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP23_NODE_927_length_621_cov_0_178000,621,2.79309160017658,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_93_length_2467_cov_3_495311,2467,3.392169149489736,4,3,3,0.75,0.75,Virsort,Lin,0.7490344144
BP23_NODE_944_length_611_cov_0_200000,611,2.786041210242554,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP23_NODE_986_length_601_cov_0_087500,601,2.7788744720027396,1,1,1,1.0,1.0,Diamond,Lin,0.2567714889
BP23_NODE_98_length_2394_cov_0_374835,2394,3.379124146070392,6,5,6,0.83,1.0,Virsort,Lin,0.49180206183333336
BP23_NODE_9_length_14015_cov_5_064992,14015,4.146593102096305,14,6,6,0.43,0.43,Virsort,Lin,0.7202706505800001
BP24_NODE_1008_length_993_cov_0_418578,993,2.996949248495381,2,1,1,0.5,0.5,Diamond,Lin,0.4026202479
BP24_NODE_10_length_4716_cov_2_253754,4716,3.6735737964230517,9,4,4,0.44,0.44,Virsort,Lin,0.8105334924
BP24_NODE_1136_length_940_cov_0_222222,940,2.9731278535996988,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BP24_NODE_113_length_2161_cov_0_425000,2161,3.3346547668832414,4,1,2,0.25,0.5,Diamond,Lin,0.0
BP24_NODE_116_length_2148_cov_1_799211,2148,3.332034277027518,4,2,2,0.5,0.5,Virsort,Lin,0.0
BP24_NODE_1172_length_930_cov_0_384425,930,2.9684829485539352,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1190_length_924_cov_0_098381,924,2.9656719712201065,3,0,1,0.0,0.33,Diamond,Lin,0.0
BP24_NODE_1248_length_907_cov_0_386768,907,2.957607287060095,3,0,1,0.0,0.33,Diamond,Lin,0.0
BP24_NODE_129_length_2057_cov_0_299070,2057,3.313234291694724,5,4,4,0.8,0.8,Virsort,Lin,0.6932055023
BP24_NODE_1356_length_879_cov_0_407652,879,2.9439888750737717,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP24_NODE_1363_length_878_cov_0_270806,878,2.9434945159061026,4,0,0,0.0,0.0,Virsort,Lin,0.0
BP24_NODE_1371_length_876_cov_0_283444,876,2.9425041061680806,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_13_length_4443_cov_3_546506,4443,3.6476763132408707,12,7,8,0.58,0.67,Virsort,Lin,0.63113014232
BP24_NODE_140_length_2003_cov_0_246015,2003,3.3016809492935764,5,0,0,0.0,0.0,Virsort,Lin,0.0
BP24_NODE_1411_length_867_cov_0_191689,867,2.9380190974762104,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP24_NODE_1414_length_866_cov_0_193289,866,2.937517892017347,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_1416_length_865_cov_0_612903,865,2.9370161074648142,2,2,2,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_142_length_1992_cov_0_504009,1992,3.29928933408768,3,2,2,0.67,0.67,Diamond,Lin,0.0
BP24_NODE_144_length_1983_cov_0_296455,1983,3.2973227142053028,8,0,0,0.0,0.0,Virsort,Lin,0.0
BP24_NODE_1464_length_856_cov_0_269388,856,2.932473764677153,1,1,1,1.0,1.0,Diamond,Lin,0.9736015754
BP24_NODE_14_length_4235_cov_0_397180,4235,3.6268534146667255,7,2,2,0.29,0.29,Virsort,Lin,0.0
BP24_NODE_1504_length_847_cov_0_384298,847,2.9278834103307068,2,2,2,1.0,1.0,Diamond,Lin,0.6927966024
BP24_NODE_1516_length_844_cov_0_345781,844,2.926342446625655,1,1,1,1.0,1.0,Diamond,Lin,0.24168888440000003
BP24_NODE_151_length_1937_cov_0_266520,1937,3.287129620719111,6,1,1,0.17,0.17,Diamond,Lin,0.0
BP24_NODE_1539_length_840_cov_0_482615,840,2.9242792860618816,3,1,1,0.33,0.33,Diamond,Lin,0.99126158
BP24_NODE_154_length_1928_cov_0_811289,1928,3.285107029566812,3,1,1,0.33,0.33,Virsort,Lin,0.8227695014
BP24_NODE_1553_length_837_cov_0_248603,837,2.92272545799326,1,1,1,1.0,1.0,Diamond,Lin,0.34614584060000003
BP24_NODE_1586_length_831_cov_0_256338,831,2.919601023784111,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1602_length_828_cov_0_690240,828,2.9180303367848803,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1638_length_821_cov_0_174286,821,2.9143431571194407,1,1,1,1.0,1.0,Diamond,Lin,0.8794074920999999
BP24_NODE_1683_length_812_cov_0_259045,812,2.909556029241175,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_169_length_1884_cov_0_305162,1884,3.2750808984568587,3,3,3,1.0,1.0,Virsort,Lin,0.78250732115
BP24_NODE_16_length_4150_cov_3_007198,4150,3.6180480967120925,9,1,1,0.11,0.11,Virsort,Lin,0.9569196695000001
BP24_NODE_174_length_1862_cov_3_390006,1862,3.269979676645324,6,3,3,0.5,0.5,Virsort,Lin,0.85719348715
BP24_NODE_1756_length_798_cov_0_119645,798,2.9020028913507296,1,1,1,1.0,1.0,Diamond,Lin,0.6780694820000001
BP24_NODE_1770_length_795_cov_0_344214,795,2.9003671286564705,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1779_length_794_cov_0_279346,794,2.8998205024270964,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1793_length_792_cov_0_350224,792,2.8987251815894934,2,2,2,1.0,1.0,Diamond,Lin,0.6183743109
BP24_NODE_1804_length_791_cov_0_291045,791,2.8981764834976764,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_180_length_1845_cov_0_498840,1845,3.265996370495079,5,4,4,0.8,0.8,Virsort,Lin,0.6715577937666667
BP24_NODE_1816_length_789_cov_0_269461,789,2.89707700320942,2,0,1,0.0,0.5,Diamond,Lin,0.0
BP24_NODE_1837_length_786_cov_0_430075,786,2.895422546039408,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP24_NODE_1843_length_786_cov_0_045113,786,2.895422546039408,3,1,1,0.33,0.33,Diamond,Lin,0.0
BP24_NODE_184_length_1826_cov_0_802933,1826,3.2615007731982804,8,0,0,0.0,0.0,Virsort,Lin,0.0
BP24_NODE_1852_length_784_cov_0_389140,784,2.8943160626844384,3,1,1,0.33,0.33,Diamond,Lin,0.24168888440000003
BP24_NODE_186_length_1824_cov_0_641809,1824,3.2610248339923973,8,0,0,0.0,0.0,Virsort,Lin,0.0
BP24_NODE_18_length_4056_cov_0_827700,4056,3.6080979463252794,4,3,3,0.75,0.75,Virsort,Lin,0.8370384136666665
BP24_NODE_1932_length_771_cov_0_118462,771,2.8870543780509568,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1949_length_769_cov_0_155864,769,2.885926339801431,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_1_length_10641_cov_1_467776,10641,4.0269824431916055,9,1,1,0.11,0.11,Virsort,Lin,0.3932820668
BP24_NODE_2012_length_759_cov_0_280564,759,2.88024177589548,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_201_length_1777_cov_0_458937,1777,3.2496874278053016,5,4,4,0.8,0.8,Virsort,Lin,0.5460491503000001
BP24_NODE_2045_length_753_cov_0_462025,753,2.8767949762007006,3,1,1,0.33,0.33,Diamond,Lin,0.2160394925
BP24_NODE_2081_length_749_cov_0_138535,749,2.8744818176994666,2,1,1,0.5,0.5,Diamond,Lin,0.8428788647
BP24_NODE_214_length_1755_cov_0_416769,1755,3.244277120801843,4,2,2,0.5,0.5,Diamond,Lin,0.5484498879
BP24_NODE_21_length_3840_cov_2_635924,3840,3.584331224367531,9,5,5,0.56,0.56,Virsort,Lin,0.558085160375
BP24_NODE_2234_length_726_cov_0_299174,726,2.8609366207000937,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP24_NODE_223_length_1722_cov_0_681449,1722,3.236033147117636,4,1,1,0.25,0.25,Virsort,Lin,0.9306099608
BP24_NODE_2252_length_724_cov_0_250415,724,2.859738566197147,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2259_length_723_cov_0_521595,723,2.859138297294531,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2281_length_720_cov_0_292154,720,2.8573324964312685,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP24_NODE_2297_length_718_cov_0_579564,718,2.8561244442423,3,2,2,0.67,0.67,Diamond,Lin,0.9891733197
BP24_NODE_2302_length_718_cov_0_268007,718,2.8561244442423,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP24_NODE_2315_length_717_cov_0_161074,717,2.8555191556678,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP24_NODE_2320_length_716_cov_0_226891,716,2.8549130223078554,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2326_length_715_cov_0_319865,715,2.8543060418010806,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP24_NODE_2347_length_713_cov_0_197635,713,2.8530895298518657,3,1,1,0.33,0.33,Diamond,Lin,0.764458273
BP24_NODE_2357_length_712_cov_0_089679,712,2.8524799936368566,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_235_length_1681_cov_0_357692,1681,3.225567713439471,3,1,1,0.33,0.33,Diamond,Lin,0.0
BP24_NODE_2374_length_710_cov_0_242784,710,2.8512583487190755,2,1,1,0.5,0.5,Diamond,Lin,1.0
BP24_NODE_2395_length_707_cov_0_098976,707,2.8494194137968996,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_2457_length_700_cov_0_212435,700,2.845098040014257,3,1,1,0.33,0.33,Diamond,Lin,0.3158278775
BP24_NODE_2460_length_700_cov_0_145078,700,2.845098040014257,1,1,1,1.0,1.0,Diamond,Lin,0.0
BP24_NODE_2464_length_699_cov_0_314879,699,2.8444771757456815,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2495_length_696_cov_0_238261,696,2.842609239610562,3,1,1,0.33,0.33,Diamond,Lin,0.0
BP24_NODE_2502_length_695_cov_0_184669,695,2.8419848045901137,1,1,1,1.0,1.0,Diamond,Lin,0.9809196522
BP24_NODE_2513_length_694_cov_0_167539,694,2.841359470454855,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2518_length_693_cov_0_286713,693,2.8407332346118066,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP24_NODE_252_length_1649_cov_0_446990,1649,3.217220655644519,3,1,1,0.33,0.33,Diamond,Lin,0.8736607498000001
BP24_NODE_2599_length_684_cov_0_255773,684,2.835056101720116,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_2618_length_683_cov_0_110320,683,2.8344207036815323,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP24_NODE_2665_length_677_cov_0_282374,677,2.8305886686851442,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2677_length_675_cov_0_267148,675,2.829303772831025,2,1,1,0.5,0.5,Diamond,Lin,0.7764147145999999
BP24_NODE_26_length_3589_cov_0_897636,3589,3.5549734583332397,6,2,2,0.33,0.33,Virsort,Lin,0.8543853211
BP24_NODE_2717_length_670_cov_0_189435,670,2.8260748027008264,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_2721_length_670_cov_0_111111,670,2.8260748027008264,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2769_length_665_cov_0_068015,665,2.8228216453031045,3,0,1,0.0,0.33,Diamond,Lin,0.0
BP24_NODE_2791_length_662_cov_0_306839,662,2.8208579894397,2,1,2,0.5,1.0,Virsort,Lin,1.0
BP24_NODE_2793_length_662_cov_0_212569,662,2.8208579894397,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BP24_NODE_2813_length_660_cov_0_270872,660,2.8195439355418688,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2821_length_659_cov_0_258364,659,2.8188854145940097,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2828_length_658_cov_0_221601,658,2.8182258936139557,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BP24_NODE_2861_length_655_cov_0_425094,655,2.816241299991783,1,0,1,0.0,1.0,Diamond,Lin,0.0
BP24_NODE_2864_length_655_cov_0_217228,655,2.816241299991783,3,1,2,0.33,0.67,Diamond,Lin,0.1878035008
BP24_NODE_2870_length_655_cov_0_080524,655,2.816241299991783,2,1,1,0.5,0.5,Diamond,Lin,0.1847715373
BP24_NODE_2874_length_654_cov_0_373358,654,2.815577748324267,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_28_length_3561_cov_1_044767,3561,3.5515719736742537,6,3,3,0.5,0.5,Virsort,Lin,0.8451360753
BP24_NODE_2928_length_650_cov_0_249527,650,2.8129133566428557,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_2957_length_647_cov_0_309886,647,2.8109042806687006,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_3032_length_640_cov_0_175337,640,2.806179973983887,2,1,1,0.5,0.5,Diamond,Lin,0.0
BP24_NODE_3074_length_636_cov_0_475728,636,2.803457115648414,3,2,2,0.67,0.67,Diamond,Lin,0.6122061087999999
BP24_NODE_3089_length_635_cov_0_252918,635,2.8027737252919755,2,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_30_length_3537_cov_0_397834,3537,3.5486350598147514,6,3,4,0.5,0.67,Virsort,Lin,0.41799630185000003
BP24_NODE_3104_length_634_cov_0_107212,634,2.8020892578817325,2,1,1,0.5,0.5,Diamond,Lin,0.9231167221
BP24_NODE_3167_length_628_cov_0_104536,628,2.797959643737196,1,0,0,0.0,0.0,Diamond,Lin,0.0
BP24_NODE_3182_length_627_cov_0_132411,627,2.7972675408307164,2,2,2,1.0,1.0,Diamond,Lin,0.9835038805
BP24_NODE_3186_length_626_cov_0_453465,626,2.7965743332104296,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_3188_length_626_cov_0_190099,626,2.7965743332104296,1,1,1,1.0,1.0,Diamond,Lin,0.9794988375
BP24_NODE_320_length_1517_cov_0_446991,1517,3.1809855807867304,4,2,2,0.5,0.5,Diamond,Lin,0.7735665619500001
BP24_NODE_3236_length_622_cov_0_295409,622,2.7937903846908188,1,1,1,1.0,1.0,Diamond,Lin,1.0
BP24_NODE_3275_length_619_cov_0_170683,619,2.791690649020118,1,1,1,1.0,1.0,Diamond,Lin,0.8327070545999999
